checking_status,duration,credit_history,credit_amount,savings,employment,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,default,purpose_grouped
0_200,16,critical_other,1175,less_100,unemployed,2,male_single,none,3,car_or_other,68,none,for_free,3,unemployed_unskilled,1,yes,yes,good,Vehicles
less_0,12,existing_paid,674,100_500,4_7,4,male_married,none,1,building_society_savings_life_insurance,20,none,own,1,skilled_official,1,none,yes,bad,Home
0_200,18,no_credit_all_paid,3244,less_100,1_4,1,female_divorced_separated_married,none,4,car_or_other,33,bank,own,2,skilled_official,1,yes,yes,good,Home
no_account,24,existing_paid,4591,greater_1000,1_4,2,male_single,none,3,building_society_savings_life_insurance,54,none,own,3,management_self_employed_highly_qualified,1,yes,yes,bad,Investment/Development
0_200,48,no_credit_all_paid,3844,100_500,4_7,4,male_single,none,4,unknown_no_property,34,none,for_free,1,unskilled_resident,2,none,yes,bad,Investment/Development
0_200,27,existing_paid,3915,less_100,1_4,4,male_single,none,2,car_or_other,36,none,own,1,skilled_official,2,yes,yes,bad,Investment/Development
no_account,6,existing_paid,2108,less_100,4_7,2,male_married,none,2,real_estate,29,none,rent,1,skilled_official,1,none,yes,good,Home
0_200,45,existing_paid,3031,100_500,1_4,4,male_single,guarantor,4,building_society_savings_life_insurance,21,none,rent,1,skilled_official,1,none,yes,bad,Home
0_200,9,critical_other,1501,less_100,greater_7,2,female_divorced_separated_married,none,3,car_or_other,34,none,own,2,management_self_employed_highly_qualified,1,yes,yes,bad,Investment/Development
no_account,6,critical_other,1382,less_100,1_4,1,female_divorced_separated_married,none,1,car_or_other,28,none,own,2,skilled_official,1,yes,yes,good,Home
0_200,12,existing_paid,951,100_500,less_1,4,female_divorced_separated_married,none,4,car_or_other,27,bank,rent,4,skilled_official,1,none,yes,bad,Home
0_200,24,existing_paid,2760,unknown,greater_7,4,male_single,none,4,unknown_no_property,36,bank,for_free,1,skilled_official,1,yes,yes,good,Vehicles
0_200,18,delay,4297,less_100,greater_7,4,male_divorced_separated,none,3,unknown_no_property,40,none,own,1,management_self_employed_highly_qualified,1,yes,yes,bad,Home
no_account,9,critical_other,936,500_1000,greater_7,4,male_single,none,2,car_or_other,52,none,own,2,skilled_official,1,yes,yes,good,Investment/Development
less_0,12,existing_paid,1168,less_100,1_4,4,male_married,none,3,real_estate,27,none,own,1,unskilled_resident,1,none,yes,good,Vehicles
no_account,27,delay,5117,less_100,4_7,3,male_single,none,4,car_or_other,26,none,own,2,skilled_official,1,none,yes,good,Investment/Development
less_0,12,existing_paid,902,less_100,4_7,4,male_married,none,4,building_society_savings_life_insurance,21,none,rent,1,skilled_official,1,none,yes,bad,Investment/Development
no_account,12,critical_other,1495,less_100,greater_7,4,male_single,none,1,real_estate,38,none,own,2,unskilled_resident,2,none,yes,good,Vehicles
less_0,30,critical_other,10623,less_100,greater_7,3,male_single,none,4,unknown_no_property,38,none,for_free,3,management_self_employed_highly_qualified,2,yes,yes,good,Vehicles
no_account,12,critical_other,1935,less_100,greater_7,4,male_single,none,4,real_estate,43,none,own,3,skilled_official,1,yes,yes,good,Home
0_200,12,critical_other,1424,less_100,4_7,4,male_single,none,3,building_society_savings_life_insurance,26,none,own,1,skilled_official,1,none,yes,good,Home
less_0,24,existing_paid,6568,less_100,1_4,2,male_married,none,2,car_or_other,21,stores,own,1,unskilled_resident,1,none,yes,good,Investment/Development
no_account,12,existing_paid,1413,greater_1000,4_7,3,male_single,none,2,building_society_savings_life_insurance,55,none,own,1,skilled_official,1,none,no,good,Vehicles
no_account,9,critical_other,3074,unknown,1_4,1,male_single,none,2,real_estate,33,none,own,2,skilled_official,2,none,yes,good,Home
no_account,36,existing_paid,3835,unknown,greater_7,2,female_divorced_separated_married,none,4,real_estate,45,none,own,1,unskilled_resident,1,yes,yes,good,Home
less_0,27,no_credit_all_paid,5293,less_100,unemployed,2,male_single,none,4,building_society_savings_life_insurance,50,stores,own,2,skilled_official,1,yes,yes,bad,Investment/Development
greater_200,30,delay,1908,less_100,greater_7,4,male_single,none,4,real_estate,66,none,own,1,management_self_employed_highly_qualified,1,yes,yes,bad,Investment/Development
no_account,36,critical_other,3342,unknown,greater_7,4,male_single,none,2,car_or_other,51,none,own,1,skilled_official,1,yes,yes,good,Home
0_200,6,critical_other,932,unknown,4_7,1,female_divorced_separated_married,none,3,building_society_savings_life_insurance,39,none,own,2,unskilled_resident,1,none,yes,good,Investment/Development
less_0,18,no_credit_all_paid,3104,less_100,4_7,3,male_single,none,1,building_society_savings_life_insurance,31,bank,own,1,skilled_official,1,yes,yes,good,Investment/Development
greater_200,36,existing_paid,3913,less_100,1_4,2,male_single,none,2,real_estate,23,none,own,1,skilled_official,1,yes,yes,good,Home
less_0,24,existing_paid,3021,less_100,1_4,2,male_divorced_separated,none,2,real_estate,24,none,rent,1,unskilled_resident,1,none,yes,good,Home
no_account,10,existing_paid,1364,less_100,1_4,2,female_divorced_separated_married,none,4,car_or_other,64,none,own,1,skilled_official,1,yes,yes,good,Vehicles
0_200,12,existing_paid,625,less_100,less_1,4,male_married,guarantor,1,real_estate,26,bank,own,1,unskilled_resident,1,none,yes,good,Home
less_0,12,existing_paid,1200,unknown,1_4,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,23,bank,rent,1,skilled_official,1,yes,yes,good,Investment/Development
no_account,12,existing_paid,707,less_100,1_4,4,male_single,none,2,real_estate,30,bank,own,2,skilled_official,1,none,yes,good,Home
no_account,24,delay,2978,unknown,1_4,4,male_single,none,4,real_estate,32,none,own,2,skilled_official,2,yes,yes,good,Investment/Development
no_account,15,existing_paid,4657,less_100,1_4,3,male_single,none,2,car_or_other,30,none,own,1,skilled_official,1,yes,yes,good,Vehicles
no_account,36,no_credit_all_paid,2613,less_100,1_4,4,male_single,none,2,car_or_other,27,none,own,2,skilled_official,1,none,yes,good,Home
0_200,48,existing_paid,10961,greater_1000,4_7,1,male_single,co_applicant,2,unknown_no_property,27,bank,own,2,skilled_official,1,yes,yes,bad,Home
less_0,12,existing_paid,7865,less_100,greater_7,4,male_single,none,4,unknown_no_property,53,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,bad,Home
no_account,9,existing_paid,1478,less_100,4_7,4,male_single,none,2,car_or_other,22,none,own,1,skilled_official,1,none,yes,bad,Home
less_0,24,existing_paid,3149,less_100,less_1,4,male_single,none,1,unknown_no_property,22,bank,for_free,1,skilled_official,1,none,yes,good,Home
greater_200,36,existing_paid,4210,less_100,1_4,4,male_single,none,2,car_or_other,26,none,own,1,skilled_official,1,none,yes,bad,Home
no_account,9,existing_paid,2507,500_1000,greater_7,2,male_single,none,4,unknown_no_property,51,none,for_free,1,unskilled_resident,1,none,yes,good,Vehicles
no_account,12,existing_paid,2141,100_500,4_7,3,male_single,none,1,unknown_no_property,35,none,own,1,skilled_official,1,none,yes,good,Home
0_200,18,existing_paid,866,less_100,1_4,4,male_married,guarantor,2,real_estate,25,none,own,1,unskilled_resident,1,none,yes,good,Home
no_account,4,critical_other,1544,less_100,4_7,2,male_single,none,1,real_estate,42,none,own,3,unskilled_resident,2,none,yes,good,Home
less_0,24,existing_paid,1823,less_100,unemployed,4,male_single,none,2,car_or_other,30,stores,own,1,management_self_employed_highly_qualified,2,none,yes,bad,Home
0_200,6,existing_paid,14555,unknown,unemployed,1,male_single,none,2,building_society_savings_life_insurance,23,none,own,1,unemployed_unskilled,1,yes,yes,bad,Vehicles
0_200,21,existing_paid,2767,100_500,greater_7,4,male_divorced_separated,none,2,car_or_other,61,bank,rent,2,unskilled_resident,1,none,yes,bad,Investment/Development
no_account,12,critical_other,1291,less_100,1_4,4,female_divorced_separated_married,none,2,building_society_savings_life_insurance,35,none,own,2,skilled_official,1,none,yes,good,Home
less_0,30,existing_paid,2522,less_100,greater_7,1,male_single,guarantor,3,building_society_savings_life_insurance,39,none,own,1,skilled_official,2,none,yes,good,Home
less_0,24,existing_paid,915,unknown,greater_7,4,female_divorced_separated_married,none,2,car_or_other,29,bank,own,1,skilled_official,1,none,yes,bad,Vehicles
no_account,6,existing_paid,1595,less_100,4_7,3,male_single,none,2,building_society_savings_life_insurance,51,none,own,1,skilled_official,2,none,yes,good,Home
less_0,48,no_credit_all_paid,4605,less_100,greater_7,3,male_single,none,4,unknown_no_property,24,none,for_free,2,skilled_official,2,none,yes,bad,Vehicles
no_account,12,critical_other,1185,less_100,1_4,3,female_divorced_separated_married,none,2,real_estate,27,none,own,2,skilled_official,1,none,yes,good,Investment/Development
no_account,12,all_paid,3447,500_1000,1_4,4,female_divorced_separated_married,none,3,real_estate,35,none,own,1,unskilled_resident,2,none,yes,good,Investment/Development
no_account,24,existing_paid,1258,less_100,4_7,4,male_single,none,1,real_estate,25,none,own,1,skilled_official,1,yes,yes,good,Investment/Development
no_account,12,critical_other,717,less_100,greater_7,4,male_single,none,4,real_estate,52,none,own,3,skilled_official,1,none,yes,good,Home
no_account,6,no_credit_all_paid,1204,100_500,1_4,4,male_single,none,1,unknown_no_property,35,bank,rent,1,skilled_official,1,none,no,good,Vehicles
greater_200,24,existing_paid,1925,less_100,1_4,2,male_single,none,2,real_estate,26,none,own,1,skilled_official,1,none,yes,good,Home
no_account,18,existing_paid,433,less_100,unemployed,3,female_divorced_separated_married,co_applicant,4,real_estate,22,none,rent,1,skilled_official,1,none,yes,bad,Home
less_0,6,critical_other,666,greater_1000,4_7,3,female_divorced_separated_married,none,4,real_estate,39,none,own,2,unskilled_resident,1,yes,yes,good,Vehicles
greater_200,12,existing_paid,2251,less_100,1_4,1,female_divorced_separated_married,none,2,car_or_other,46,none,own,1,unskilled_resident,1,none,yes,good,Home
0_200,30,existing_paid,2150,less_100,1_4,4,female_divorced_separated_married,guarantor,2,unknown_no_property,24,bank,own,1,skilled_official,1,none,yes,bad,Vehicles
no_account,24,delay,4151,100_500,1_4,2,male_single,none,3,building_society_savings_life_insurance,35,none,own,2,skilled_official,1,none,yes,good,Home
0_200,9,existing_paid,2030,unknown,4_7,2,male_single,none,1,car_or_other,24,none,own,1,skilled_official,1,yes,yes,good,Home
0_200,60,delay,7418,unknown,1_4,1,male_single,none,1,real_estate,27,none,own,1,unskilled_resident,1,none,yes,good,Home
no_account,24,critical_other,2684,less_100,1_4,4,male_single,none,2,real_estate,35,none,own,2,unskilled_resident,1,none,yes,good,Home
less_0,12,all_paid,2149,less_100,1_4,4,male_divorced_separated,none,1,unknown_no_property,29,none,for_free,1,skilled_official,1,none,yes,bad,Home
no_account,15,existing_paid,3812,100_500,less_1,1,female_divorced_separated_married,none,4,car_or_other,23,none,own,1,skilled_official,1,yes,yes,good,Vehicles
no_account,11,critical_other,1154,100_500,unemployed,4,female_divorced_separated_married,none,4,real_estate,57,none,own,3,unskilled_resident,1,none,yes,good,Home
less_0,12,existing_paid,1657,less_100,1_4,2,male_single,none,2,real_estate,27,none,own,1,skilled_official,1,none,yes,good,Home
less_0,24,existing_paid,1603,less_100,greater_7,4,female_divorced_separated_married,none,4,car_or_other,55,none,own,1,skilled_official,1,none,yes,good,Home
less_0,18,critical_other,5302,less_100,greater_7,2,male_single,none,4,unknown_no_property,36,none,for_free,3,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
no_account,12,critical_other,2748,less_100,greater_7,2,female_divorced_separated_married,none,4,unknown_no_property,57,bank,for_free,3,unskilled_resident,1,none,yes,good,Investment/Development
no_account,10,critical_other,1231,less_100,greater_7,3,male_single,none,4,real_estate,32,none,own,2,unskilled_resident,2,none,no,good,Vehicles
0_200,15,existing_paid,802,less_100,greater_7,4,male_single,none,3,car_or_other,37,none,own,1,skilled_official,2,none,yes,bad,Home
no_account,36,critical_other,6304,unknown,greater_7,4,male_single,none,4,real_estate,36,none,own,2,skilled_official,1,none,yes,good,Investment/Development
no_account,24,existing_paid,1533,less_100,less_1,4,female_divorced_separated_married,none,3,car_or_other,38,stores,own,1,skilled_official,1,yes,yes,good,Home
less_0,14,existing_paid,8978,less_100,greater_7,1,male_divorced_separated,none,4,building_society_savings_life_insurance,45,none,own,1,management_self_employed_highly_qualified,1,yes,no,bad,Vehicles
no_account,24,existing_paid,999,unknown,greater_7,4,male_single,none,2,car_or_other,25,none,own,2,skilled_official,1,none,yes,good,Home
no_account,18,existing_paid,2662,unknown,4_7,4,male_single,none,3,building_society_savings_life_insurance,32,none,own,1,skilled_official,1,none,no,good,Vehicles
no_account,12,critical_other,1402,500_1000,4_7,3,female_divorced_separated_married,none,4,car_or_other,37,none,rent,1,skilled_official,1,yes,yes,good,Home
0_200,48,all_paid,12169,unknown,unemployed,4,male_single,co_applicant,4,unknown_no_property,36,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
0_200,48,existing_paid,3060,less_100,4_7,4,male_single,none,4,real_estate,28,none,own,2,skilled_official,1,none,yes,bad,Home
less_0,30,existing_paid,11998,less_100,less_1,1,male_divorced_separated,none,1,unknown_no_property,34,none,own,1,unskilled_resident,1,yes,yes,bad,Home
no_account,9,existing_paid,2697,less_100,1_4,1,male_single,none,2,real_estate,32,none,own,1,skilled_official,2,none,yes,good,Home
no_account,18,critical_other,2404,less_100,1_4,2,female_divorced_separated_married,none,2,car_or_other,26,none,own,2,skilled_official,1,none,yes,good,Home
less_0,12,existing_paid,1262,unknown,greater_7,2,male_divorced_separated,none,4,building_society_savings_life_insurance,49,none,own,1,unskilled_resident,1,yes,yes,good,Home
no_account,6,existing_paid,4611,less_100,less_1,1,female_divorced_separated_married,none,4,building_society_savings_life_insurance,32,none,own,1,skilled_official,1,none,yes,bad,Home
no_account,24,existing_paid,1901,100_500,1_4,4,male_single,none,4,car_or_other,29,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,good,Home
no_account,15,critical_other,3368,greater_1000,greater_7,3,male_single,none,4,unknown_no_property,23,none,rent,2,skilled_official,1,yes,yes,good,Vehicles
no_account,12,existing_paid,1574,less_100,1_4,4,male_single,none,2,real_estate,50,none,own,1,skilled_official,1,none,yes,good,Home
greater_200,18,all_paid,1445,unknown,4_7,4,male_single,none,4,car_or_other,49,bank,own,1,unskilled_resident,1,none,yes,good,Home
no_account,15,critical_other,1520,unknown,greater_7,4,male_single,none,4,building_society_savings_life_insurance,63,none,own,1,skilled_official,1,none,yes,good,Home
0_200,24,critical_other,3878,100_500,less_1,4,male_divorced_separated,none,2,car_or_other,37,none,own,1,skilled_official,1,yes,yes,good,Vehicles
less_0,47,existing_paid,10722,less_100,less_1,1,female_divorced_separated_married,none,1,real_estate,35,none,own,1,unskilled_resident,1,yes,yes,good,Vehicles
less_0,48,existing_paid,4788,less_100,4_7,4,male_single,none,3,building_society_savings_life_insurance,26,none,own,1,skilled_official,2,none,yes,good,Vehicles
0_200,48,delay,7582,100_500,unemployed,2,male_single,none,4,unknown_no_property,31,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,good,Others
0_200,12,existing_paid,1092,less_100,1_4,4,female_divorced_separated_married,guarantor,4,real_estate,49,none,own,2,skilled_official,1,yes,yes,good,Home
less_0,24,delay,1024,less_100,less_1,4,male_married,none,4,real_estate,48,stores,own,1,skilled_official,1,none,yes,bad,Home
no_account,12,existing_paid,1076,less_100,1_4,2,male_married,none,2,real_estate,26,none,own,1,skilled_official,1,yes,no,good,Investment/Development
0_200,36,existing_paid,9398,less_100,less_1,1,male_married,none,4,car_or_other,28,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,bad,Vehicles
less_0,24,critical_other,6419,less_100,greater_7,2,female_divorced_separated_married,none,4,unknown_no_property,44,none,for_free,2,management_self_employed_highly_qualified,2,yes,yes,good,Vehicles
greater_200,42,critical_other,4796,less_100,greater_7,4,male_single,none,4,unknown_no_property,56,none,for_free,1,skilled_official,1,none,yes,good,Vehicles
no_account,48,critical_other,7629,unknown,greater_7,4,male_divorced_separated,none,2,car_or_other,46,bank,own,2,management_self_employed_highly_qualified,2,none,yes,good,Investment/Development
0_200,48,existing_paid,9960,less_100,less_1,1,female_divorced_separated_married,none,2,car_or_other,26,none,own,1,skilled_official,1,yes,yes,bad,Home
no_account,12,existing_paid,4675,unknown,less_1,1,female_divorced_separated_married,none,4,car_or_other,20,none,rent,1,skilled_official,1,none,yes,good,Vehicles
no_account,10,existing_paid,1287,unknown,greater_7,4,male_single,co_applicant,2,building_society_savings_life_insurance,45,none,own,1,unskilled_resident,1,none,no,good,Vehicles
no_account,18,existing_paid,2515,less_100,1_4,3,male_single,none,4,real_estate,43,none,own,1,skilled_official,1,yes,yes,good,Home
0_200,21,critical_other,2745,greater_1000,4_7,3,male_single,none,2,car_or_other,32,none,own,2,skilled_official,1,yes,yes,good,Home
no_account,6,existing_paid,672,less_100,unemployed,1,female_divorced_separated_married,none,4,real_estate,54,none,own,1,unemployed_unskilled,1,yes,yes,good,Vehicles
0_200,36,no_credit_all_paid,3804,less_100,1_4,4,female_divorced_separated_married,none,1,car_or_other,42,none,own,1,skilled_official,1,yes,yes,bad,Home
greater_200,24,critical_other,1344,unknown,4_7,4,male_single,none,2,real_estate,37,bank,own,2,unskilled_resident,2,none,yes,bad,Vehicles
less_0,10,critical_other,1038,less_100,4_7,4,male_single,co_applicant,3,building_society_savings_life_insurance,49,none,own,2,skilled_official,1,yes,yes,good,Vehicles
no_account,48,critical_other,10127,500_1000,1_4,2,male_single,none,2,unknown_no_property,44,bank,for_free,1,skilled_official,1,none,yes,bad,Vehicles
no_account,6,existing_paid,1543,greater_1000,1_4,4,male_divorced_separated,none,2,real_estate,33,none,own,1,skilled_official,1,none,yes,good,Home
no_account,30,existing_paid,4811,unknown,4_7,2,female_divorced_separated_married,none,4,building_society_savings_life_insurance,24,stores,rent,1,unskilled_resident,1,none,yes,good,Vehicles
less_0,12,existing_paid,727,100_500,less_1,4,male_married,none,3,unknown_no_property,33,none,own,1,unskilled_resident,1,yes,yes,bad,Home
0_200,8,existing_paid,1237,less_100,1_4,3,female_divorced_separated_married,none,4,real_estate,24,none,own,1,skilled_official,1,none,yes,bad,Home
0_200,9,existing_paid,276,less_100,1_4,4,male_married,none,4,real_estate,22,none,rent,1,unskilled_resident,1,none,yes,good,Vehicles
0_200,48,existing_paid,5381,unknown,unemployed,3,male_single,none,4,unknown_no_property,40,bank,for_free,1,unemployed_unskilled,1,yes,yes,good,Others
no_account,24,existing_paid,5511,100_500,1_4,4,male_single,none,1,car_or_other,25,stores,own,1,skilled_official,1,none,yes,good,Home
greater_200,24,existing_paid,3749,less_100,less_1,2,female_divorced_separated_married,none,4,car_or_other,26,none,own,1,skilled_official,1,none,yes,good,Home
0_200,12,existing_paid,685,less_100,4_7,2,male_married,none,3,car_or_other,25,bank,own,1,unskilled_resident,1,none,yes,bad,Vehicles
greater_200,4,existing_paid,1494,unknown,less_1,1,male_single,none,2,real_estate,29,none,own,1,unskilled_resident,2,none,no,good,Vehicles
less_0,36,all_paid,2746,less_100,greater_7,4,male_single,none,4,car_or_other,31,bank,own,1,skilled_official,1,none,yes,bad,Home
less_0,12,existing_paid,708,less_100,1_4,2,male_single,guarantor,3,building_society_savings_life_insurance,38,none,own,1,unskilled_resident,2,none,yes,good,Home
0_200,24,existing_paid,4351,unknown,1_4,1,female_divorced_separated_married,none,4,building_society_savings_life_insurance,48,none,own,1,unskilled_resident,1,yes,yes,good,Home
no_account,12,critical_other,701,less_100,1_4,4,male_single,none,2,car_or_other,32,none,own,2,skilled_official,1,none,yes,good,Investment/Development
less_0,15,delay,3643,less_100,greater_7,1,female_divorced_separated_married,none,4,building_society_savings_life_insurance,27,none,own,2,unskilled_resident,1,none,yes,good,Home
0_200,30,critical_other,4249,less_100,unemployed,4,male_married,none,2,car_or_other,28,none,own,2,management_self_employed_highly_qualified,1,none,yes,bad,Vehicles
less_0,24,existing_paid,1938,less_100,less_1,4,male_divorced_separated,none,3,building_society_savings_life_insurance,32,none,own,1,skilled_official,1,none,yes,bad,Home
less_0,24,existing_paid,2910,less_100,4_7,2,male_single,none,1,unknown_no_property,34,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
less_0,18,existing_paid,2659,greater_1000,1_4,4,male_single,none,2,car_or_other,28,none,own,1,skilled_official,1,none,yes,good,Home
no_account,18,critical_other,1028,less_100,1_4,4,female_divorced_separated_married,none,3,real_estate,36,none,own,2,skilled_official,1,none,yes,good,Vehicles
less_0,8,critical_other,3398,less_100,4_7,1,male_single,none,4,real_estate,39,none,own,2,unskilled_resident,1,none,no,good,Vehicles
no_account,12,critical_other,5801,unknown,greater_7,2,male_single,none,4,building_society_savings_life_insurance,49,none,rent,1,skilled_official,1,yes,yes,good,Home
no_account,24,existing_paid,1525,greater_1000,4_7,4,female_divorced_separated_married,none,3,car_or_other,34,none,own,1,skilled_official,2,yes,yes,good,Vehicles
greater_200,36,existing_paid,4473,less_100,greater_7,4,male_single,none,2,car_or_other,31,none,own,1,skilled_official,1,none,yes,good,Home
0_200,6,existing_paid,1068,less_100,greater_7,4,male_single,none,4,car_or_other,28,none,own,1,skilled_official,2,none,yes,good,Home
less_0,24,critical_other,6615,less_100,unemployed,2,male_single,none,4,unknown_no_property,75,none,for_free,2,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
no_account,18,critical_other,1864,100_500,1_4,4,female_divorced_separated_married,none,2,real_estate,30,none,own,2,skilled_official,1,none,yes,bad,Investment/Development
0_200,60,existing_paid,7408,100_500,less_1,4,female_divorced_separated_married,none,2,building_society_savings_life_insurance,24,none,own,1,management_self_employed_highly_qualified,1,none,yes,bad,Vehicles
no_account,48,critical_other,11590,100_500,1_4,2,female_divorced_separated_married,none,4,car_or_other,24,bank,rent,2,unskilled_resident,1,none,yes,bad,Vehicles
less_0,24,no_credit_all_paid,4110,less_100,greater_7,3,male_single,none,4,unknown_no_property,23,bank,rent,2,skilled_official,2,none,yes,bad,Home
less_0,6,critical_other,3384,less_100,1_4,1,male_divorced_separated,none,4,real_estate,44,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,bad,Home
0_200,13,existing_paid,2101,less_100,less_1,2,female_divorced_separated_married,guarantor,4,building_society_savings_life_insurance,23,none,own,1,unskilled_resident,1,none,yes,good,Home
less_0,15,existing_paid,1275,unknown,1_4,4,female_divorced_separated_married,none,2,car_or_other,24,none,rent,1,skilled_official,1,none,yes,bad,Home
less_0,24,existing_paid,4169,less_100,1_4,4,male_single,none,4,building_society_savings_life_insurance,28,none,own,1,skilled_official,1,none,yes,good,Home
0_200,10,existing_paid,1521,less_100,1_4,4,male_divorced_separated,none,2,car_or_other,31,none,own,1,unskilled_resident,1,none,yes,good,Home
0_200,24,critical_other,5743,less_100,less_1,2,female_divorced_separated_married,none,4,unknown_no_property,24,none,for_free,2,skilled_official,1,yes,yes,good,Investment/Development
less_0,21,existing_paid,3599,less_100,4_7,1,female_divorced_separated_married,none,4,car_or_other,26,none,rent,1,unskilled_resident,1,none,yes,good,Home
0_200,18,existing_paid,3213,500_1000,less_1,1,male_married,none,3,real_estate,25,none,rent,1,skilled_official,1,none,yes,good,Home
0_200,18,existing_paid,4439,less_100,greater_7,1,male_single,co_applicant,1,real_estate,33,bank,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Investment/Development
greater_200,10,existing_paid,3949,less_100,less_1,1,male_single,guarantor,1,building_society_savings_life_insurance,37,none,own,1,unskilled_resident,2,none,yes,good,Vehicles
no_account,15,critical_other,1459,less_100,1_4,4,female_divorced_separated_married,none,2,car_or_other,43,none,own,1,unskilled_resident,1,none,yes,good,Home
0_200,13,critical_other,882,less_100,less_1,4,male_single,guarantor,4,real_estate,23,none,own,2,skilled_official,1,none,yes,good,Home
0_200,24,existing_paid,3758,500_1000,unemployed,1,female_divorced_separated_married,none,4,unknown_no_property,23,none,rent,1,unemployed_unskilled,1,none,yes,good,Home
no_account,6,delay,1743,100_500,1_4,1,male_single,none,2,real_estate,34,none,own,2,unskilled_resident,1,none,yes,good,Investment/Development
0_200,9,critical_other,1136,greater_1000,greater_7,4,male_single,none,3,unknown_no_property,32,none,for_free,2,skilled_official,2,none,yes,bad,Investment/Development
no_account,9,existing_paid,1236,less_100,less_1,1,female_divorced_separated_married,none,4,real_estate,23,none,rent,1,skilled_official,1,yes,yes,good,Home
0_200,9,existing_paid,959,less_100,1_4,1,female_divorced_separated_married,none,2,car_or_other,29,none,own,1,skilled_official,1,none,no,bad,Home
no_account,18,critical_other,3229,unknown,unemployed,2,male_single,none,4,unknown_no_property,38,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
less_0,12,no_credit_all_paid,6199,less_100,1_4,4,male_single,none,2,building_society_savings_life_insurance,28,none,rent,2,skilled_official,1,yes,yes,bad,Home
no_account,10,existing_paid,727,500_1000,greater_7,4,male_single,none,4,unknown_no_property,46,none,for_free,1,skilled_official,1,yes,yes,good,Investment/Development
0_200,24,existing_paid,1246,less_100,less_1,4,male_single,none,2,real_estate,23,stores,own,1,unskilled_resident,1,none,yes,bad,Vehicles
no_account,12,critical_other,2331,unknown,greater_7,1,male_single,co_applicant,4,real_estate,49,none,own,1,skilled_official,1,yes,yes,good,Home
no_account,36,delay,4463,less_100,1_4,4,male_single,none,2,car_or_other,26,none,own,2,management_self_employed_highly_qualified,1,yes,yes,bad,Home
no_account,12,existing_paid,776,less_100,1_4,4,male_married,none,2,real_estate,28,none,own,1,skilled_official,1,none,yes,good,Home
less_0,30,existing_paid,2406,less_100,4_7,4,female_divorced_separated_married,none,4,real_estate,23,none,rent,1,skilled_official,1,none,yes,bad,Home
0_200,18,existing_paid,1239,unknown,1_4,4,male_single,none,4,unknown_no_property,61,none,for_free,1,skilled_official,1,none,yes,good,Investment/Development
greater_200,12,existing_paid,3399,unknown,greater_7,2,male_single,none,3,car_or_other,37,none,own,1,management_self_employed_highly_qualified,1,none,yes,good,Home
greater_200,12,delay,2247,less_100,1_4,2,female_divorced_separated_married,none,2,car_or_other,36,stores,own,2,skilled_official,1,yes,yes,good,Vehicles
no_account,6,existing_paid,1766,less_100,1_4,1,male_married,none,2,building_society_savings_life_insurance,21,none,rent,1,skilled_official,1,none,yes,good,Home
less_0,18,existing_paid,2473,less_100,unemployed,4,male_single,none,1,car_or_other,25,none,own,1,unemployed_unskilled,1,none,yes,bad,Home
no_account,12,existing_paid,1542,less_100,4_7,2,male_single,none,4,car_or_other,36,none,own,1,skilled_official,1,yes,yes,good,Investment/Development
no_account,18,critical_other,3850,less_100,4_7,3,male_single,none,1,car_or_other,27,none,own,2,skilled_official,1,none,yes,good,Vehicles
less_0,18,existing_paid,3650,less_100,less_1,1,female_divorced_separated_married,none,4,car_or_other,22,none,rent,1,skilled_official,1,none,yes,good,Home
less_0,36,existing_paid,3446,less_100,greater_7,4,male_single,none,2,car_or_other,42,none,own,1,skilled_official,2,none,yes,bad,Home
0_200,18,existing_paid,3001,less_100,4_7,2,female_divorced_separated_married,none,4,real_estate,40,none,rent,1,skilled_official,1,none,yes,good,Home
no_account,36,existing_paid,3079,unknown,1_4,4,male_single,none,4,real_estate,36,none,own,1,skilled_official,1,none,yes,good,Vehicles
no_account,18,critical_other,6070,less_100,greater_7,3,male_single,none,4,car_or_other,33,none,own,2,skilled_official,1,yes,yes,good,Home
no_account,10,critical_other,2146,less_100,less_1,1,female_divorced_separated_married,none,3,real_estate,23,none,rent,2,skilled_official,1,none,yes,good,Home
no_account,60,critical_other,13756,unknown,greater_7,2,male_single,none,4,unknown_no_property,63,bank,for_free,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
0_200,60,all_paid,14782,100_500,greater_7,3,female_divorced_separated_married,none,4,unknown_no_property,60,bank,for_free,2,management_self_employed_highly_qualified,1,yes,yes,bad,Others
